OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
203,SHADY GROVE FERTILITY RSC AT GBMC,,BALTIMORE,MARYLAND,100%,48%,0%,0%,0%,16%,17%,13%,10%,5%,33%,6%,21%,7%,11%,729,15,"Eugene Katz, MD",261,108,107,41,26,0,4.6,10.2,13.1,19.5,15.4,,1.5,1.8,2.5,3.1,2.7,,47.2,35.6,27.5,16.3,1.8,,46.4,17.9,1.2,3.1,0 / 15,,37.2,25.9,23.4,9.8,0.0,,0.0,0.0,1.9,2.4,0.0,,47.5,35.2,31.8,12.2,0.0,,56.3,45.4,41.1,29.3,7.7,,244,90,90,32,21,0,39.8,31.1,27.8,12.5,0.0,,0.0,0.0,2.2,3.1,0.0,,50.8,42.2,37.8,15.6,0.0,,60.2,54.4,48.9,37.5,9.5,,147,49,44,12,2,0,66.0,57.1,56.8,4 / 12,0 / 2,,0.0,0.0,4.5,1 / 12,0 / 2,,84.4,77.6,77.3,5 / 12,0 / 2,,91,38,21,11,9,0,85,37,19,11,9,0,1.8,1.9,1.1,2.8,4.5,,1.5,1.7,1.6,1.9,2.6,,35.9,27.4,40.0,14.3,0.0,,29.4,35.1,2 / 19,2 / 11,0 / 9,,0.0,0.0,0 / 19,0 / 11,0 / 9,,36.5,37.8,5 / 19,2 / 11,0 / 9,,48.2,48.6,8 / 19,3 / 11,1 / 9,,0,1,0,1,,2.0,,1 / 2,,1 / 1,,1 / 1,,1 / 1,Shady Grove Fertility RSC-Towson,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
204,"ENDRIKA HINTON, MD",,LUTHERVILLE,MARYLAND,100%,40%,0%,0%,0%,8%,40%,24%,48%,24%,44%,0%,0%,28%,40%,25,0,"Endrika L. Hinton, MD",8,2,5,5,0,0,1 / 8,0 / 2,1 / 5,2 / 5,,,2.0,2.0,2.3,2.3,,,3 / 10,2 / 4,2 / 7,3 / 7,,,0 / 5,0 / 2,0 / 3,0 / 3,,,1 / 8,2 / 2,0 / 5,1 / 5,,,0 / 8,0 / 2,0 / 5,0 / 5,,,1 / 8,2 / 2,1 / 5,2 / 5,,,2 / 8,2 / 2,1 / 5,2 / 5,,,5,2,3,3,0,0,1 / 5,2 / 2,0 / 3,1 / 3,,,0 / 5,0 / 2,0 / 3,0 / 3,,,1 / 5,2 / 2,1 / 3,2 / 3,,,2 / 5,2 / 2,1 / 3,2 / 3,,,2,2,1,2,0,0,1 / 2,2 / 2,0 / 1,1 / 2,,,0 / 2,0 / 2,0 / 1,0 / 2,,,1 / 2,2 / 2,1 / 1,2 / 2,,,5,0,0,0,0,0,5,0,0,0,0,0,,,,,,,2.0,,,,,,4 / 10,,,,,,2 / 5,,,,,,0 / 5,,,,,,2 / 5,,,,,,5 / 5,,,,,,0,0,0,0,,,,,,,,,,,"Endrika Hinton, MD",No,No,Yes,No,Yes,Yes,Yes,0,MD
205,JOHNS HOPKINS FERTILITY CENTER,,LUTHERVILLE,MARYLAND,100%,50%,0%,<1%,2%,15%,10%,31%,12%,6%,31%,17%,5%,11%,14%,337,27,"Jairo E. Garcia, MD",67,42,53,45,21,1,11.9,9.5,15.1,22.2,33.3,0 / 1,1.8,2.0,1.9,2.0,2.4,,30.1,16.4,28.6,9.5,0 / 19,,5.7,3.7,4.3,0 / 15,0 / 7,,10.4,14.3,11.3,4.4,0.0,0 / 1,0.0,0.0,0.0,0.0,0.0,0 / 1,17.9,19.0,17.0,4.4,0.0,0 / 1,25.4,23.8,22.6,13.3,0.0,0 / 1,40,31,29,21,8,0,17.5,19.4,20.7,9.5,0 / 8,,0.0,0.0,0.0,0.0,0 / 8,,30.0,25.8,31.0,9.5,0 / 8,,42.5,32.3,41.4,28.6,0 / 8,,17,10,12,6,0,0,7 / 17,6 / 10,6 / 12,2 / 6,,,0 / 17,0 / 10,0 / 12,0 / 6,,,12 / 17,8 / 10,9 / 12,2 / 6,,,33,9,13,4,3,0,32,8,12,4,3,0,1.1,1.3,1.1,2.0,1.0,,1.6,1.6,1.8,2.0,1.7,,28.8,1 / 13,23.8,2 / 8,0 / 5,,12.5,1 / 8,3 / 12,0 / 4,0 / 3,,0.0,0 / 8,0 / 12,0 / 4,0 / 3,,21.9,1 / 8,3 / 12,1 / 4,0 / 3,,37.5,1 / 8,5 / 12,1 / 4,0 / 3,,7,12,4,12,2.0,1.9,2 / 8,34.8,0 / 4,4 / 12,1 / 4,5 / 12,2 / 4,6 / 12,Johns Hopkins Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
206,SHADY GROVE FERTILITY REPRODUCTIVE SCIENCE CENTER,,ROCKVILLE,MARYLAND,100%,58%,0%,<1%,2%,10%,10%,31%,5%,4%,23%,10%,20%,6%,7%,7069,365,"Michael J. Levy, MD",1463,863,831,462,186,9,5.0,7.9,11.7,15.2,25.8,1 / 9,1.5,1.6,2.1,2.6,2.9,3.6,42.9,33.0,22.4,13.3,6.2,1 / 18,43.0,32.8,6.4,1.2,0.0,0 / 5,36.6,27.5,21.4,12.1,6.5,0 / 9,0.1,0.0,0.0,0.0,0.0,0 / 9,44.6,34.0,25.4,14.9,7.0,0 / 9,52.2,41.5,33.5,26.2,11.3,1 / 9,1331,759,691,351,122,5,40.3,31.2,25.8,16.0,9.8,0 / 5,0.2,0.0,0.0,0.0,0.0,0 / 5,49.1,38.6,30.5,19.7,10.7,0 / 5,57.3,47.2,40.2,34.5,17.2,1 / 5,763,358,278,121,21,1,70.2,66.2,64.0,46.3,57.1,0 / 1,0.3,0.0,0.0,0.0,0.0,0 / 1,85.6,81.8,75.9,57.0,61.9,0 / 1,583,323,267,77,26,9,567,313,249,69,22,8,1.5,1.3,1.2,0.9,1.0,0.7,1.4,1.4,1.5,1.4,1.5,1.3,45.7,45.2,33.0,36.4,30.3,1 / 10,39.7,41.5,32.1,24.6,22.7,0 / 8,0.2,0.0,0.0,0.0,0.0,0 / 8,47.4,47.9,37.8,29.0,22.7,0 / 8,57.8,60.7,48.2,46.4,36.4,1 / 8,1077,528,921,486,1.4,1.3,47.6,36.7,44.8,31.9,50.7,36.4,61.7,47.5,Shady Grove Fertility Reproductive Science Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
207,MONTGOMERY FERTILITY CENTER,,SILVER SPRING,MARYLAND,100%,54%,0%,0%,4%,28%,8%,33%,3%,42%,25%,14%,3%,25%,19%,36,0,"Oluyemisi O. Adesanya-Famyiwa, MD",4,7,7,6,0,2,0 / 4,0 / 7,3 / 7,2 / 6,,1 / 2,1.5,2.6,1.5,2.0,,,3 / 6,2 / 13,0 / 3,0 / 6,,,0 / 2,0 / 5,0 / 1,0 / 1,,,0 / 4,2 / 7,0 / 7,0 / 6,,0 / 2,0 / 4,0 / 7,0 / 7,0 / 6,,0 / 2,1 / 4,2 / 7,0 / 7,0 / 6,,0 / 2,2 / 4,2 / 7,0 / 7,0 / 6,,0 / 2,4,5,2,3,0,0,0 / 4,2 / 5,0 / 2,0 / 3,,,0 / 4,0 / 5,0 / 2,0 / 3,,,1 / 4,2 / 5,0 / 2,0 / 3,,,2 / 4,2 / 5,0 / 2,0 / 3,,,2,2,0,0,0,0,0 / 2,2 / 2,,,,,0 / 2,0 / 2,,,,,1 / 2,2 / 2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,3.0,4.0,7.4,1 / 4,2 / 9,1 / 1,2 / 9,1 / 1,2 / 9,1 / 1,Montgomery Fertility Center,Yes,Yes,Yes,Yes,Yes,No,No,0,MD
208,FERTILITY CENTER OF MARYLAND,,TOWSON,MARYLAND,100%,38%,0%,<1%,0%,27%,23%,34%,15%,14%,36%,7%,9%,23%,25%,327,0,"Santiago L. Padilla, MD",113,34,44,29,17,3,12.4,8.8,20.5,44.8,10 / 17,3 / 3,1.9,2.0,2.3,3.6,2.4,,33.5,28.3,13.0,7.0,0 / 17,,5.6,6.9,0.0,0 / 15,0 / 4,,21.2,29.4,13.6,3.4,0 / 17,0 / 3,0.0,0.0,0.0,0.0,0 / 17,0 / 3,34.5,35.3,13.6,6.9,0 / 17,0 / 3,38.1,41.2,22.7,13.8,0 / 17,0 / 3,95,30,34,16,7,0,25.3,33.3,17.6,1 / 16,0 / 7,,0.0,0.0,0.0,0 / 16,0 / 7,,41.1,40.0,17.6,2 / 16,0 / 7,,45.3,46.7,29.4,4 / 16,0 / 7,,43,14,10,4,0,0,55.8,10 / 14,6 / 10,1 / 4,,,0.0,0 / 14,0 / 10,0 / 4,,,90.7,12 / 14,6 / 10,2 / 4,,,30,20,24,5,0,2,29,17,22,5,0,2,1.6,1.5,2.4,5.0,,,1.9,1.9,2.1,1.6,,1.5,34.5,12.5,23.9,0 / 8,,0 / 3,31.0,1 / 17,22.7,0 / 5,,0 / 2,0.0,0 / 17,0.0,0 / 5,,0 / 2,44.8,2 / 17,36.4,0 / 5,,0 / 2,55.2,5 / 17,45.5,0 / 5,,1 / 2,5,1,3,1,2.0,1.0,1 / 6,0 / 1,1 / 3,0 / 1,1 / 3,0 / 1,1 / 3,0 / 1,Fertility Center of Maryland,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
209,BRIGHAM AND WOMEN'S HOSPITAL CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY,,BOSTON,MASSACHUSETTS,100%,39%,<1%,1%,3%,9%,10%,23%,6%,5%,26%,10%,29%,6%,10%,1822,32,"Elizabeth S. Ginsburg, MD",412,286,341,222,59,8,2.4,4.5,7.3,6.3,5.1,0 / 8,1.7,2.2,2.5,4.1,4.5,7.4,32.9,25.5,15.0,6.4,3.0,0.0,26.3,8.2,5.5,0.6,0.0,0 / 7,27.9,26.6,19.4,13.5,6.8,0 / 8,0.0,0.0,0.0,0.0,0.0,0 / 8,37.4,35.3,23.5,14.9,8.5,0 / 8,45.6,43.0,33.1,27.0,13.6,0 / 8,380,257,299,182,52,7,30.3,29.6,22.1,16.5,7.7,0 / 7,0.0,0.0,0.0,0.0,0.0,0 / 7,40.5,39.3,26.8,18.1,9.6,0 / 7,49.5,47.9,37.8,33.0,15.4,0 / 7,188,123,113,60,8,0,61.2,61.8,58.4,50.0,4 / 8,,0.0,0.0,0.0,0.0,0 / 8,,81.9,82.1,70.8,55.0,5 / 8,,145,88,84,16,10,1,134,84,74,16,7,0,1.2,1.5,1.4,1.8,1.2,,1.8,1.9,2.3,3.0,4.1,,31.4,25.2,15.8,12.5,3.4,,33.6,26.2,25.7,5 / 16,1 / 7,,0.0,0.0,0.0,0 / 16,0 / 7,,42.5,32.1,29.7,5 / 16,1 / 7,,50.0,47.6,40.5,7 / 16,1 / 7,,63,55,59,54,1.9,1.7,39.1,22.8,33.9,27.8,50.8,33.3,57.6,35.2,Brigham and Women's Hospital Center for Assisted Reproductive Technology,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MA
210,MASSACHUSETTS GENERAL HOSPITAL FERTILITY CENTER,,BOSTON,MASSACHUSETTS,100%,42%,0%,1%,4%,14%,15%,19%,7%,3%,37%,8%,25%,6%,17%,820,15,"Thomas L. Toth, MD",278,146,155,71,16,0,5.4,2.7,6.5,4.2,0 / 16,,1.7,1.9,2.5,3.4,3.2,,44.8,28.5,22.5,12.6,8.9,,27.8,8.8,3.1,0.0,0 / 12,,38.8,28.8,23.2,14.1,0 / 16,,0.7,0.0,0.6,0.0,0 / 16,,47.1,37.0,29.0,18.3,0 / 16,,54.7,42.5,40.6,28.2,4 / 16,,252,135,137,60,14,0,42.9,31.1,26.3,16.7,0 / 14,,0.8,0.0,0.7,0.0,0 / 14,,52.0,40.0,32.8,21.7,0 / 14,,60.3,45.9,46.0,33.3,4 / 14,,152,62,63,20,4,0,71.1,67.7,57.1,50.0,0 / 4,,1.3,0.0,1.6,0.0,0 / 4,,86.2,87.1,71.4,65.0,0 / 4,,50,18,24,1,5,0,50,17,23,1,5,0,1.6,1.4,1.6,1.0,5.0,,1.6,1.5,1.5,2.0,2.0,,31.7,46.2,40.0,0 / 2,1 / 10,,34.0,8 / 17,43.5,0 / 1,0 / 5,,0.0,0 / 17,0.0,0 / 1,0 / 5,,40.0,9 / 17,47.8,0 / 1,0 / 5,,46.0,10 / 17,56.5,0 / 1,1 / 5,,24,17,22,17,1.7,1.6,35.1,35.7,31.8,5 / 17,36.4,6 / 17,54.5,9 / 17,Massachusetts General Hospital Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MA
211,REI DIVISION AT TUFTS MEDICAL CENTER,,BOSTON,MASSACHUSETTS,100%,33%,0%,0%,0%,17%,10%,3%,7%,<1%,24%,5%,44%,2%,9%,137,0,"Sandra A. Carson, MD",50,20,25,14,13,0,8.0,20.0,4.0,1 / 14,0 / 13,,2.0,2.5,3.3,3.2,3.7,,29.2,18.4,8.6,7.9,0.0,,2.6,0 / 14,0 / 18,0 / 10,0 / 13,,22.0,5.0,16.0,1 / 14,0 / 13,,0.0,0.0,0.0,0 / 14,0 / 13,,32.0,15.0,20.0,1 / 14,0 / 13,,38.0,20.0,20.0,3 / 14,0 / 13,,44,15,21,12,13,0,25.0,1 / 15,19.0,1 / 12,0 / 13,,0.0,0 / 15,0.0,0 / 12,0 / 13,,36.4,3 / 15,23.8,1 / 12,0 / 13,,43.2,4 / 15,23.8,3 / 12,0 / 13,,19,4,5,3,0,0,11 / 19,1 / 4,4 / 5,1 / 3,,,0 / 19,0 / 4,0 / 5,0 / 3,,,16 / 19,3 / 4,5 / 5,1 / 3,,,7,3,3,2,0,0,7,3,3,2,0,0,1.8,3.0,,,,,1.9,1.7,2.3,1.0,,,3 / 13,3 / 5,2 / 7,1 / 2,,,1 / 7,1 / 3,0 / 3,1 / 2,,,0 / 7,0 / 3,0 / 3,0 / 2,,,2 / 7,2 / 3,1 / 3,1 / 2,,,2 / 7,2 / 3,1 / 3,1 / 2,,,0,0,0,0,,,,,,,,,,,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,MA
212,"FERTILITY SOLUTIONS, PC DBA","MASSACHUSETTS FERTILITY CENTER, LLC",DEDHAM,MASSACHUSETTS,100%,42%,0%,0%,1%,16%,14%,22%,7%,7%,22%,<1%,27%,8%,6%,547,6,"Ania Kowalik, MD",158,91,96,58,10,2,6.3,11.0,12.5,15.5,2 / 10,2 / 2,1.7,1.9,2.4,3.0,3.3,,39.3,23.4,14.4,6.5,4.3,,27.0,14.7,2.7,0.0,0 / 7,,27.2,17.6,17.7,8.6,1 / 10,0 / 2,0.6,0.0,0.0,0.0,0 / 10,0 / 2,39.9,20.9,19.8,8.6,1 / 10,0 / 2,49.4,29.7,26.0,15.5,1 / 10,0 / 2,145,75,81,47,7,0,29.7,21.3,21.0,10.6,1 / 7,,0.7,0.0,0.0,0.0,0 / 7,,43.4,25.3,23.5,10.6,1 / 7,,53.8,36.0,30.9,19.1,1 / 7,,78,27,25,9,1,0,55.1,59.3,68.0,5 / 9,1 / 1,,1.3,0.0,0.0,0 / 9,0 / 1,,80.8,70.4,76.0,5 / 9,1 / 1,,38,27,20,3,4,0,37,25,17,2,2,0,1.8,1.5,0.9,1.0,,,1.8,1.9,2.2,2.5,2.0,,33.3,14.6,29.7,0 / 5,0 / 4,,21.6,12.0,8 / 17,0 / 2,0 / 2,,2.7,4.0,0 / 17,0 / 2,0 / 2,,35.1,16.0,9 / 17,0 / 2,0 / 2,,43.2,16.0,10 / 17,0 / 2,0 / 2,,27,7,24,6,1.7,1.8,58.5,5 / 11,29.2,4 / 6,62.5,4 / 6,70.8,5 / 6,"Fertility Solutions, PC dba, Massachusetts Fertility Center, LLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
213,REPRODUCTIVE SCIENCE CENTER,,LEXINGTON,MASSACHUSETTS,100%,43%,0%,<1%,2%,17%,14%,21%,6%,4%,45%,7%,19%,7%,21%,2576,15,"Samuel C. Pang, MD",903,421,398,199,66,4,4.5,6.9,9.0,14.6,6.1,1 / 4,1.6,1.9,2.5,3.1,3.5,3.5,37.5,28.4,18.9,10.5,3.5,0 / 7,36.6,11.0,2.4,0.7,0.0,0 / 2,30.7,23.5,17.8,11.6,7.6,0 / 4,0.3,0.7,0.5,0.0,0.0,0 / 4,38.3,32.3,22.9,13.6,7.6,0 / 4,44.9,36.3,31.2,23.1,16.7,0 / 4,789,361,326,158,57,2,35.1,27.4,21.8,14.6,8.8,0 / 2,0.4,0.8,0.6,0.0,0.0,0 / 2,43.9,37.7,27.9,17.1,8.8,0 / 2,51.3,42.4,38.0,29.1,19.3,0 / 2,405,153,124,46,11,0,68.4,64.7,57.3,50.0,5 / 11,,0.7,2.0,1.6,0.0,0 / 11,,85.4,88.9,73.4,58.7,5 / 11,,217,121,62,29,10,4,183,106,52,25,8,2,1.4,1.1,1.4,1.2,2.0,,1.4,1.4,1.6,1.9,1.8,2.0,32.2,34.2,28.4,12.8,0 / 14,2 / 4,29.5,31.1,26.9,24.0,0 / 8,0 / 2,0.0,0.0,0.0,0.0,0 / 8,0 / 2,35.0,36.8,34.6,24.0,0 / 8,1 / 2,44.3,45.3,38.5,24.0,0 / 8,1 / 2,71,56,67,45,1.4,1.2,48.9,44.6,46.3,37.8,52.2,44.4,62.7,51.1,Reproductive Science Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
214,"FERTILITY CENTERS OF NEW ENGLAND, INC.","NEW ENGLAND CLINICS OF REPRODUCTIVE MEDICINE, INC.",READING,MASSACHUSETTS,100%,58%,0%,0%,7%,12%,14%,10%,9%,10%,29%,26%,20%,11%,15%,1176,19,"R. Ian Hardy, MD, PhD",404,191,167,89,33,0,3.5,4.2,10.8,6.7,6.1,,1.6,1.8,1.8,2.2,2.3,,37.9,29.5,18.9,6.5,9.1,,25.8,11.8,2.2,0.0,0 / 19,,27.5,21.5,14.4,5.6,9.1,,0.0,0.0,0.0,0.0,0.0,,36.6,29.3,16.8,5.6,9.1,,42.3,35.1,21.6,12.4,12.1,,338,154,120,69,24,0,32.8,26.6,20.0,7.2,12.5,,0.0,0.0,0.0,0.0,0.0,,43.8,36.4,23.3,7.2,12.5,,50.6,43.5,30.0,15.9,16.7,,171,67,36,11,4,0,64.9,61.2,66.7,5 / 11,3 / 4,,0.0,0.0,0.0,0 / 11,0 / 4,,86.5,83.6,77.8,5 / 11,3 / 4,,91,49,32,18,9,4,81,41,27,13,8,3,1.4,1.1,1.0,1.9,1.0,3.0,1.5,1.5,1.5,1.6,1.5,1.7,24.6,25.4,22.5,19.0,3 / 12,0 / 5,22.2,29.3,22.2,3 / 13,1 / 8,0 / 3,1.2,0.0,0.0,0 / 13,0 / 8,0 / 3,27.2,29.3,22.2,3 / 13,1 / 8,0 / 3,30.9,41.5,29.6,4 / 13,3 / 8,1 / 3,54,16,54,15,1.9,1.6,51.9,45.8,37.0,7 / 15,61.1,9 / 15,66.7,9 / 15,"Fertility Centers of New England, Inc., New England Clinics of Reproductive Medicine, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
215,BAYSTATE REPRODUCTIVE MEDICINE,,SPRINGFIELD,MASSACHUSETTS,100%,39%,0%,0%,<1%,13%,14%,14%,12%,6%,30%,4%,21%,6%,7%,487,0,"Kelly Lynch, MD",162,62,61,28,5,0,9.3,3.2,4.9,14.3,0 / 5,,1.5,1.8,2.6,3.2,4.4,,41.9,30.8,20.7,14.9,4.5,,43.4,13.5,1.9,0.0,0 / 5,,38.3,17.7,21.3,7.1,1 / 5,,0.0,0.0,0.0,0.0,0 / 5,,43.8,32.3,27.9,10.7,1 / 5,,50.0,38.7,39.3,21.4,1 / 5,,142,57,56,23,5,0,43.7,19.3,23.2,8.7,1 / 5,,0.0,0.0,0.0,0.0,0 / 5,,50.0,35.1,30.4,13.0,1 / 5,,57.0,42.1,42.9,26.1,1 / 5,,81,24,24,6,1,0,76.5,45.8,54.2,2 / 6,1 / 1,,0.0,0.0,0.0,0 / 6,0 / 1,,87.7,83.3,70.8,3 / 6,1 / 1,,78,26,25,7,1,2,72,21,19,5,1,1,1.8,1.6,1.7,5.0,0.5,,1.4,1.4,1.4,1.8,2.0,1.0,43.0,50.0,44.4,3 / 9,0 / 2,0 / 1,36.1,57.1,9 / 19,1 / 5,0 / 1,0 / 1,0.0,0.0,1 / 19,0 / 5,0 / 1,0 / 1,47.2,61.9,10 / 19,1 / 5,0 / 1,0 / 1,50.0,66.7,11 / 19,3 / 5,0 / 1,0 / 1,16,14,15,12,1.6,1.3,58.3,6 / 15,7 / 15,4 / 12,10 / 15,5 / 12,12 / 15,5 / 12,Baystate Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MA
216,CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY,,STONEHAM,MASSACHUSETTS,100%,29%,0%,2%,1%,7%,3%,39%,6%,9%,21%,9%,13%,3%,4%,246,0,"Vito R. Cardone, MD",65,17,25,36,17,7,0.0,0 / 17,4.0,8.3,4 / 17,1 / 7,2.1,2.0,2.2,2.7,3.6,2.4,29.8,26.9,23.3,11.0,0.0,0 / 12,3.6,1 / 12,0 / 15,0.0,0 / 6,0 / 2,35.4,4 / 17,8.0,11.1,0 / 17,0 / 7,1.5,0 / 17,0.0,2.8,0 / 17,0 / 7,43.1,5 / 17,20.0,13.9,0 / 17,0 / 7,50.8,6 / 17,32.0,16.7,0 / 17,0 / 7,59,13,20,27,8,5,39.0,4 / 13,10.0,14.8,0 / 8,0 / 5,1.7,0 / 13,0.0,3.7,0 / 8,0 / 5,47.5,5 / 13,25.0,18.5,0 / 8,0 / 5,55.9,6 / 13,40.0,22.2,0 / 8,0 / 5,33,6,8,6,0,0,69.7,4 / 6,2 / 8,4 / 6,,,3.0,0 / 6,0 / 8,1 / 6,,,84.8,5 / 6,5 / 8,5 / 6,,,16,7,7,2,2,0,16,6,7,2,2,0,2.3,2.0,3.5,1.0,1.0,,2.2,2.2,2.7,2.5,5.5,,25.7,4 / 13,3 / 19,0 / 5,1 / 11,,5 / 16,0 / 6,2 / 7,0 / 2,0 / 2,,0 / 16,0 / 6,0 / 7,0 / 2,0 / 2,,6 / 16,2 / 6,2 / 7,0 / 2,0 / 2,,9 / 16,3 / 6,3 / 7,0 / 2,1 / 2,,26,19,25,16,2.0,2.2,50.0,20.0,52.0,3 / 16,72.0,4 / 16,80.0,6 / 16,Cardone Reproductive Medicine and Infertility,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MA
